编码1,编码2,相似度
自我要求过高,高压环境下的休息无效感,0.6831
自我要求过高,同辈竞争引发的休息愧疚,0.5985
自我要求过高,就业压力,0.6316
自我要求过高,时间管理失当,0.7345
自我要求过高,广泛性焦虑倾向,0.6602
自我要求过高,内卷环境引发的竞争压力,0.5974
自我要求过高,就业市场焦虑,0.6388
自我要求过高,休息等同于生命浪费,0.5534
自我要求过高,对未完成任务的恐惧,0.6229
自我要求过高,对目标的矛盾心理,0.7880
自我要求过高,未完成任务的压力,0.6298
自我要求过高,群体学习氛围的压迫感,0.5749
自我要求过高,就业前景焦虑,0.6722
自我要求过高,前途不确定性忧虑,0.5937
自我要求过高,家长期望负担,0.6432
自我要求过高,他人审视恐惧,0.6106
自我要求过高,内在成就驱力,0.6523
自我要求过高,未遵循个人休息计划,0.7013
自我要求过高,资源稀缺引发的生存焦虑,0.6332
自我要求过高,感知他人努力压力,0.6132
自我要求过高,自我高标准要求,0.8850
自我要求过高,不切实际的任务目标,0.6810
自我要求过高,高强度学业竞争感知,0.6446
自我要求过高,自我设定的高成就标准,0.8395
自我要求过高,对未来后果的灾难化预期,0.5370
自我要求过高,时间紧迫感,0.5883
自我要求过高,内在自我驱策,0.7411
自我要求过高,任务完成不确定性,0.6403
自我要求过高,竞争性社会环境压力,0.7077
自我要求过高,权威人物的价值观内化,0.6408
自我要求过高,努力与疲惫的内在冲突,0.6626
自我要求过高,社会整体奋进氛围的压力,0.6956
自我要求过高,外部高期望的内化,0.8325
自我要求过高,未来不确定性驱动的过度准备,0.5911
自我要求过高,多重压力叠加,0.6678
自我要求过高,竞争压力感知,0.5943
自我要求过高,应试教育内化的竞争焦虑,0.5719
自我要求过高,就业压力驱动的群体比较,0.5534
自我要求过高,经济独立紧迫感,0.6203
自我要求过高,同辈学业成就压力,0.5900
自我要求过高,教育灌输的效率至上观念,0.5395
自我要求过高,现实压力驱动的自我规训,0.6843
自我要求过高,自我定位模糊,0.7870
自我要求过高,就业导向的教育压力,0.5445
自我要求过高,被动卷入竞争环境,0.5361
自我要求过高,同伴成就引发的自我贬抑,0.6681
自我要求过高,高学业成就期待,0.7624
自我要求过高,未完成重要事务的自我责备,0.7180
自我要求过高,观察他人努力引发的相对懈怠感,0.6540
自我要求过高,竞争性评价体系压力,0.5569
自我要求过高,争强好胜的个性倾向,0.7232
自我要求过高,竞争劣势引发的焦虑投射,0.6086
自我要求过高,过度关注外部评价,0.7968
自我要求过高,学业进度压力,0.6690
自我要求过高,同伴内卷氛围引发的归因偏差,0.5794
自我要求过高,他人成就压力,0.6099
自我要求过高,思维反刍倾向,0.7262
自我要求过高,社会竞争环境强化,0.6474
自我要求过高,内在价值冲突,0.7399
自我要求过高,同辈竞争压力加剧,0.6279
自我要求过高,同伴学习行为引发的焦虑,0.5334
自我要求过高,成功焦虑驱动的自我监控,0.6812
自我要求过高,生存压力加剧,0.5911
自我要求过高,休闲活动的时间消耗感,0.5469
自我要求过高,社会竞争氛围内化,0.6334
自我要求过高,填鸭式教育经历,0.5655
自我要求过高,社会比较压力,0.6716
自我要求过高,效率至上价值观,0.5740
自我要求过高,对落后于他人的担忧,0.6540
自我要求过高,自我价值绑定于持续产出,0.6699
自我要求过高,自我施加的完美主义倾向,0.7940
自我要求过高,同辈竞争性参照,0.6172
自我要求过高,自我提升的迫切需求,0.7404
自我要求过高,同伴行为带来的隐性压力,0.5966
自我要求过高,家庭成就期待压力,0.6132
自我要求过高,成就导向驱动的自我要求,0.7474
自我要求过高,内卷环境下的行为惯性,0.6207
自我要求过高,工作压力引发的休息冲突,0.6346
自我要求过高,学业成绩导向的教育氛围,0.7040
自我要求过高,内卷环境与休息渴望的冲突,0.6110
自我要求过高,群体性内卷压力,0.6164
自我要求过高,担忧被他人超越,0.6968
自我要求过高,卷躺两难困境,0.4970
自我要求过高,能力与期望不匹配,0.7671
自我要求过高,自我行为不一致引发的内疚,0.7565
自我要求过高,未完成应尽责任引发的自我谴责,0.6961
自我要求过高,他人成就引发的不利自我对照,0.6639
自我要求过高,学业压力驱动的休息否定,0.6529
自我要求过高,竞争环境下的休息污名化,0.5698
自我要求过高,功利主义价值观对休息的贬低,0.5140
自我要求过高,同辈行为参照引发的自我审视,0.6483
自我要求过高,休息价值感缺失,0.6822
自我要求过高,成绩导向的社会评价,0.6260
自我要求过高,内外压力叠加,0.7554
自我要求过高,早期高压教育灌输,0.6709
自我要求过高,同辈竞争驱动的自我压榨,0.6039
自我要求过高,对成绩与生活的焦虑,0.6505
自我要求过高,社会竞争压力内化,0.6803
自我要求过高,应试教育惯性,0.5505
自我要求过高,恐惧被他人超越,0.6181
自我要求过高,遵从努力型社会规范的压力,0.6539
自我要求过高,目标模糊引发的自我苛责,0.7478
自我要求过高,优绩主义文化压力,0.6446
自我要求过高,传统家庭教育规训,0.6676
自我要求过高,社会大众心理氛围,0.6102
自我要求过高,同辈竞争焦虑,0.6696
自我要求过高,社会功利文化压力,0.6170
自我要求过高,自我价值绑定于生产力,0.7016
自我要求过高,错失恐惧驱动,0.6079
自我要求过高,学习效率低下引发的自我责备,0.7077
自我要求过高,重要他人高期待压力,0.6861
自我要求过高,亲密关系中的能力落差感,0.6392
自我要求过高,教育环境内卷氛围,0.6400
自我要求过高,未来方向不确定性,0.6268
自我要求过高,环境竞争压力,0.6247
自我要求过高,情绪调节困难,0.7289
自我要求过高,社会对高效产出的推崇,0.6582
自我要求过高,忙碌脱离不适感,0.6553
自我要求过高,未来方向不明引发的休息焦虑,0.6097
自我要求过高,自我努力不足感,0.7322
自我要求过高,过度焦虑倾向,0.7799
自我要求过高,他人比较引发的心理失衡,0.6750
自我要求过高,忙碌即价值的社会观念,0.5602
自我要求过高,害怕落后的焦虑,0.6433
自我要求过高,对休息即浪费时间的自我苛责,0.7201
自我要求过高,教育环境传递的功利价值观,0.5363
自我要求过高,勤奋崇拜文化,0.6033
自我要求过高,同辈努力感知压力,0.6571
自我要求过高,竞争性社会氛围感知,0.6083
自我要求过高,多重结构性压力叠加,0.7161
自我要求过高,就业竞争压力,0.6900
自我要求过高,应试教育导向下的时间紧迫感,0.5025
自我要求过高,高竞争环境下的不敢松懈心理,0.6449
自我要求过高,表面努力的压力,0.6121
优绩主义内化,竞争性环境压力,0.6595
优绩主义内化,自我价值与生产力绑定,0.7588
优绩主义内化,社会内卷压力,0.6927
优绩主义内化,社会内卷氛围,0.6814
优绩主义内化,内卷文化压力,0.6335
优绩主义内化,对落后的恐惧,0.5983
优绩主义内化,自我归因为懒惰,0.6424
优绩主义内化,自我能力怀疑,0.6412
优绩主义内化,同辈压力,0.5664
优绩主义内化,未来不确定性引发的焦虑,0.5139
优绩主义内化,拖延引发的休息负罪感,0.5849
优绩主义内化,同辈学业比较,0.6522
优绩主义内化,资源稀缺引发的竞争压力,0.6565
优绩主义内化,恐惧落后于他人,0.5671
优绩主义内化,社会竞争氛围加剧,0.7171
优绩主义内化,同辈努力压力,0.6352
优绩主义内化,努力至上价值观的内化,0.7656
优绩主义内化,未完成任务引发的焦虑,0.5590
优绩主义内化,虚拟空间中的持续绩效监控,0.5707
优绩主义内化,同辈学业表现的可见性压力,0.5921
优绩主义内化,竞争性社会氛围,0.7242
优绩主义内化,休息与懒惰的道德绑定,0.6518
优绩主义内化,对他人努力的想象性监控,0.6734
优绩主义内化,家庭价值导向强调产出,0.6013
优绩主义内化,高强度学业竞争环境,0.7305
优绩主义内化,成绩导向的时间紧迫感,0.6589
优绩主义内化,外部成就期待压力,0.6635
优绩主义内化,对失控后果的担忧,0.5798
优绩主义内化,习惯性忙碌内化,0.6399
优绩主义内化,高自我要求倾向,0.6231
优绩主义内化,学历身份压力,0.5786
优绩主义内化,内卷环境感知,0.6511
优绩主义内化,社会对持续奋斗的推崇,0.7302
优绩主义内化,优绩主义文化内化,0.9341
优绩主义内化,社会对勤奋的推崇,0.6799
优绩主义内化,学术评价体系的压力,0.6587
优绩主义内化,同辈竞争带来的自我约束,0.6894
优绩主义内化,家庭对成就的高期待,0.6337
优绩主义内化,内在成就动机过强,0.7410
优绩主义内化,高强度工作任务压力,0.5702
优绩主义内化,社会规训内化,0.7666
优绩主义内化,休息被建构为退出竞争的象征,0.6571
优绩主义内化,时间利用的道德化认知,0.5352
优绩主义内化,休息与时间损失的灾难化联想,0.5665
优绩主义内化,任务拖延引发的负罪感,0.5303
优绩主义内化,同辈横向比较压力,0.5868
优绩主义内化,自我能力不足感,0.6430
优绩主义内化,自我提升紧迫感,0.6197
优绩主义内化,时间浪费恐惧,0.5175
优绩主义内化,完美主义倾向,0.7229
优绩主义内化,社会期待压力,0.6953
优绩主义内化,长期行为驯化,0.6479
优绩主义内化,休息技能缺失,0.6043
优绩主义内化,心理健康困扰,0.5664
优绩主义内化,就业压力驱动的自我要求,0.6212
优绩主义内化,同辈努力氛围引发的自我对照,0.7210
优绩主义内化,工作积压压力,0.5793
优绩主义内化,社会竞争加剧,0.6398
优绩主义内化,努力回报信念,0.6498
优绩主义内化,好孩子规训内化,0.6391
优绩主义内化,外部认同依赖,0.6980
优绩主义内化,决策冲突倾向,0.6601
优绩主义内化,反刍性自我审视,0.6321
优绩主义内化,同伴比较压力,0.5607
优绩主义内化,早期教育塑造的休息观念,0.6250
优绩主义内化,高强度学业压力下的自我要求,0.6638
优绩主义内化,家庭环境对休息态度的塑造,0.6432
优绩主义内化,碎片化工作模式内化,0.6511
优绩主义内化,同辈产出压力,0.6481
优绩主义内化,竞争性成长环境,0.6712
优绩主义内化,未来成就压力,0.5982
优绩主义内化,家庭经济压力引发的成就焦虑,0.6206
优绩主义内化,社会对持续产出的推崇,0.7551
优绩主义内化,休息被等同于浪费,0.6318
优绩主义内化,能动力不足,0.6174
优绩主义内化,休息价值被否定,0.6365
优绩主义内化,时间管理失衡感,0.5686
优绩主义内化,对成果质量的高要求与休闲时间的冲突,0.6412
优绩主义内化,能力自我怀疑,0.5884
优绩主义内化,被超越的恐惧,0.5140
优绩主义内化,休息引发的焦虑与恐惧,0.5228
优绩主义内化,早期努力至上教育灌输,0.6900
优绩主义内化,努力不足归因倾向,0.7219
优绩主义内化,他人持续努力的想象性比较,0.6967
优绩主义内化,任务未完成时的休息负罪感,0.6166
优绩主义内化,集体专注氛围下的休息不适,0.6139
优绩主义内化,自控力与行动力的冲突,0.6401
优绩主义内化,与同辈自发比较产生的压力,0.6325
优绩主义内化,自我期望与能力落差,0.7167
优绩主义内化,升学与就业竞争压力,0.6398
优绩主义内化,理想自我与现实自我的冲突,0.7214
优绩主义内化,竞争性学习内化,0.7326
优绩主义内化,目标缺失下的时间空洞感,0.5374
优绩主义内化,同辈卷度焦虑,0.5851
优绩主义内化,教育灌输的时间观,0.5526
优绩主义内化,非自愿的社会比较倾向,0.6237
优绩主义内化,制度化时间管理剥夺自主节奏体验,0.5525
优绩主义内化,同辈竞争压力下的行为参照,0.6314
优绩主义内化,心理困扰驱动的回避性忙碌,0.5764
优绩主义内化,竞争导向的评价体系,0.6466
优绩主义内化,自我规训的思维模式,0.7146
优绩主义内化,学业负担过重,0.5759
优绩主义内化,家长期望压力,0.5640
优绩主义内化,教师权威驱动,0.5908
优绩主义内化,自我意志薄弱,0.6520
优绩主义内化,自我期望过高,0.6437
优绩主义内化,学业任务压力,0.5505
优绩主义内化,休息伴随负面情绪体验,0.5912
优绩主义内化,担忧学业落后,0.5962
优绩主义内化,恐惧休息行为本身,0.5125
优绩主义内化,感知他人隐性竞争,0.6464
优绩主义内化,担忧被群体远远抛下,0.5437
优绩主义内化,生产力至上价值观,0.7092
优绩主义内化,自我提升义务感,0.6861
优绩主义内化,时间利用焦虑,0.5117
优绩主义内化,就业市场竞争激烈,0.5818
优绩主义内化,学历价值下降,0.6796
优绩主义内化,社会整体压力氛围,0.6267
优绩主义内化,同辈竞争性行为普遍,0.6522
优绩主义内化,生活节奏过快,0.5986
优绩主义内化,长期高压习惯化,0.5994
